Time,Experiment,Phase,Event,Detail,Action
15:11:05.073,Hybrid,SettingUI,LSL_Connected,BCIBackend,BCI_Stream_Open
15:11:05.081,Hybrid,SettingUI,Experiment_Start,Hybrid,
15:11:05.081,Hybrid,TestUI,Phase_Start,TestUI,
15:11:05.127,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:05.128,Hybrid,TestUI,Dwell_Start,Button: NextHybrid,Dwell_Started
15:11:06.338,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:06.376,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:06.615,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:07.197,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:07.210,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:10.962,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:11.151,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:13.706,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:13.728,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:19.392,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:19.402,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:19.578,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:19.587,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:19.610,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:19.826,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:19.881,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:21.558,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:21.569,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:21.590,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:21.668,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:21.757,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:21.812,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:21.967,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:23.957,Hybrid,TestUI,Dwell,Button: NextHybrid,Dwelling_Completed
15:11:23.957,Hybrid,TestUI,Flicker,NextHybrid,Flicker_Start
15:11:24.345,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:24.355,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:25.057,Hybrid,TestUI,Hover_Exit,Button: NextHybrid,Hover_Exit
15:11:25.078,Hybrid,TestUI,Hover_Enter,Button: NextHybrid,Hovering
15:11:25.966,Hybrid,TestUI,Flicker,NextHybrid,Flicker_End
15:11:26.000,Hybrid,TestUI,BCI_Command_Received,100,FlickerDetected
15:11:26.000,Hybrid,TestUI,Action_Executed,Button: NextHybrid; Action: ButtonAction,Execution_Proceeding
15:11:26.012,Hybrid,TestUI,Hover_Enter,Button: deleteTestUI,Hovering
15:11:26.012,Hybrid,TestUI,Dwell_Start,Button: deleteTestUI,Dwell_Started
15:11:26.823,Hybrid,TestUI,Hover_Exit,Button: deleteTestUI,Hover_Exit
15:11:26.845,Hybrid,TestUI,Hover_Enter,Button: 2,Hovering
15:11:26.845,Hybrid,TestUI,Dwell_Start,Button: 2,Dwell_Started
15:11:26.877,Hybrid,TestUI,Hover_Exit,Button: 2,Hover_Exit
15:11:28.153,Hybrid,TestUI,Hover_Enter,Button: 3,Hovering
15:11:28.153,Hybrid,TestUI,Dwell_Start,Button: 3,Dwell_Started
15:11:28.199,Hybrid,TestUI,Hover_Exit,Button: 3,Hover_Exit
15:11:28.222,Hybrid,TestUI,Hover_Enter,Button: 3,Hovering
15:11:28.599,Hybrid,TestUI,Hover_Exit,Button: 3,Hover_Exit
15:11:28.610,Hybrid,TestUI,Hover_Enter,Button: 3,Hovering
15:11:30.609,Hybrid,TestUI,Dwell,Button: 3,Dwelling_Completed
15:11:30.609,Hybrid,TestUI,Flicker,3,Flicker_Start
15:11:32.620,Hybrid,TestUI,Flicker,3,Flicker_End
15:11:32.664,Hybrid,TestUI,BCI_Command_Received,100,FlickerDetected
15:11:32.664,Hybrid,TestUI,Action_Executed,Button: 1; Action: TestUI,Execution_Proceeding
15:11:32.664,Hybrid,TestUI,Action_Executed,Button: 2; Action: TestUI,Execution_Proceeding
15:11:32.664,Hybrid,TestUI,Action_Executed,Button: 3; Action: TestUI,Execution_Proceeding
15:11:32.665,Hybrid,TestUI,Action_Executed,Button: 4; Action: TestUI,Execution_Proceeding
15:11:32.665,Hybrid,TestUI,Action_Executed,Button: 5; Action: TestUI,Execution_Proceeding
15:11:32.665,Hybrid,TestUI,Action_Executed,Button: 6; Action: TestUI,Execution_Proceeding
