Time,Experiment,Phase,Event,Detail,Action
11:07:20.697,EyeTracking,SettingUI,LSLCommMgr,Resolving Stream,BCIBackend (type: 'BCIResult')
11:07:20.711,EyeTracking,SettingUI,LSL_Connected,BCIBackend,BCI_Stream_Open
11:07:20.713,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:20.713;EyeTracking;SettingUI;LSL_Connected;BCIBackend;BCI_Stream_Open,MarkerSent
11:07:20.720,EyeTracking,SettingUI,Experiment_Start,EyeTracking,
11:07:20.720,EyeTracking,SettingUI,Phase_Start,SettingUI,
11:07:23.150,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
11:07:23.151,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:23.150;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
11:07:24.298,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
11:07:24.298,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:24.298;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
11:07:26.072,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:26.072;EyeTracking;SettingUI;Eye_Closed;eye_tracking;Eye_Closed,MarkerSent
11:07:26.072,EyeTracking,SettingUI,Eye_Closed,eye_tracking,Eye_Closed
11:07:26.108,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:26.108;EyeTracking;SettingUI;Eye_Opened;eye_tracking;Eye_Opened,MarkerSent
11:07:26.108,EyeTracking,SettingUI,Eye_Opened,eye_tracking,Eye_Opened
11:07:28.528,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:28.528;EyeTracking;SettingUI;Eye_Closed;eye_tracking;Eye_Closed,MarkerSent
11:07:28.528,EyeTracking,SettingUI,Eye_Closed,eye_tracking,Eye_Closed
11:07:28.562,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:28.562;EyeTracking;SettingUI;Eye_Opened;eye_tracking;Eye_Opened,MarkerSent
11:07:28.562,EyeTracking,SettingUI,Eye_Opened,eye_tracking,Eye_Opened
11:07:34.121,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:34.121;EyeTracking;SettingUI;Eye_Closed;eye_tracking;Eye_Closed,MarkerSent
11:07:34.121,EyeTracking,SettingUI,Eye_Closed,eye_tracking,Eye_Closed
11:07:34.201,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:34.201;EyeTracking;SettingUI;Eye_Opened;eye_tracking;Eye_Opened,MarkerSent
11:07:34.201,EyeTracking,SettingUI,Eye_Opened,eye_tracking,Eye_Opened
11:07:35.405,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:35.405;EyeTracking;SettingUI;Eye_Closed;eye_tracking;Eye_Closed,MarkerSent
11:07:35.405,EyeTracking,SettingUI,Eye_Closed,eye_tracking,Eye_Closed
11:07:35.471,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:35.471;EyeTracking;SettingUI;Eye_Opened;eye_tracking;Eye_Opened,MarkerSent
11:07:35.471,EyeTracking,SettingUI,Eye_Opened,eye_tracking,Eye_Opened
11:07:35.539,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
11:07:35.539,EyeTracking,SettingUI,LSL_Logger,2026-06-19 11:07:35.539;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
11:07:37.535,EyeTracking,SettingUI,Action_Executed,Button: demoIntroScene; Action: ButtonAction,Execution_Proceeding
