Time,Experiment,Phase,Event,Detail,Action
16:55:40.312,EyeTracking,SettingUI,LSLCommMgr,Resolving Stream,BCIBackend (type: 'BCIResult')
16:55:43.316,EyeTracking,SettingUI,LSLCommMgr,Stream Not Found,Scheduling reconnect in 5s.
16:55:43.316,EyeTracking,SettingUI,LSLCommMgr,Reconnecting,Reconnecting in 5s
16:55:43.325,EyeTracking,SettingUI,Experiment_Start,EyeTracking,
16:55:43.325,EyeTracking,SettingUI,Phase_Start,SettingUI,
16:55:46.951,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:55:46.951,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:46.951;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:55:46.982,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:55:46.982,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:46.982;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:55:46.998,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:55:46.998,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:46.998;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:55:47.024,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:55:47.024,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:47.024;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:55:47.036,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:55:47.036,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:47.036;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:55:47.393,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:55:47.393,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:47.393;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:55:49.432,EyeTracking,SettingUI,LSLCommMgr,Resolving Stream,BCIBackend (type: 'BCIResult')
16:55:49.445,EyeTracking,SettingUI,LSL_Connected,BCIBackend,BCI_Stream_Open
16:55:49.445,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:49.445;EyeTracking;SettingUI;LSL_Connected;BCIBackend;BCI_Stream_Open,MarkerSent
16:55:59.055,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:55:59.055,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:59.055;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:55:59.232,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:55:59.232,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:59.232;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:55:59.355,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:55:59.355,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:59.355;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:55:59.369,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:55:59.369,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:55:59.369;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:56:27.961,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:56:27.961,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:27.961;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:56:29.612,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:56:29.612,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:29.612;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:56:36.002,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:56:36.002,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:36.002;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:56:37.998,EyeTracking,SettingUI,Action_Executed,Button: demoIntroScene; Action: ButtonAction,Execution_Proceeding
16:56:37.998,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:37.998;EyeTracking;SettingUI;Action_Executed;Button: demoIntroScene; Action: ButtonAction;Execution_Proceeding,MarkerSent
16:56:38.233,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:56:38.233,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:38.233;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:56:38.418,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:38.418,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:38.418;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:38.418,EyeTracking,SettingUI,Dwell_Start,Button: Intro-Next-UI,Dwell_Started
16:56:38.418,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:38.418;EyeTracking;SettingUI;Dwell_Start;Button: Intro-Next-UI;Dwell_Started,MarkerSent
16:56:40.210,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:40.210,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:40.210;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:40.252,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:56:40.252,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:40.252;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:56:42.241,EyeTracking,SettingUI,Action_Executed,Button: demoIntroScene; Action: ButtonAction,Execution_Proceeding
16:56:42.241,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:42.241;EyeTracking;SettingUI;Action_Executed;Button: demoIntroScene; Action: ButtonAction;Execution_Proceeding,MarkerSent
16:56:42.604,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:56:42.604,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:42.604;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:56:42.840,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:42.840,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:42.840;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:43.799,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:43.799,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:43.799;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:43.874,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:43.874,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:43.874;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:43.971,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:43.971,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:43.971;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:44.020,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:44.020,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:44.020;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:44.045,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:44.045,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:44.045;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:44.056,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:44.056,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:44.056;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:44.092,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:44.093,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:44.092;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:44.152,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:44.152,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:44.152;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:45.010,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:45.010,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:45.010;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:45.150,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:45.150,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:45.150;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:45.570,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:45.570,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:45.570;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:45.583,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:45.583,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:45.583;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:45.596,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:45.596,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:45.596;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:46.066,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:46.066,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:46.066;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:46.078,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:46.078,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:46.078;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:46.183,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:46.183,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:46.183;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:47.325,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
16:56:47.325,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:47.325;EyeTracking;SettingUI;Hover_Exit;Button: Intro-Next-UI;Hover_Exit,MarkerSent
16:56:47.384,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:56:47.384,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:47.384;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:56:47.871,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:56:47.871,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:47.871;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:56:47.883,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
16:56:47.883,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:47.883;EyeTracking;SettingUI;Hover_Enter;Button: demoIntroScene;Hovering,MarkerSent
16:56:49.876,EyeTracking,SettingUI,Action_Executed,Button: demoIntroScene; Action: ButtonAction,Execution_Proceeding
16:56:49.876,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:49.876;EyeTracking;SettingUI;Action_Executed;Button: demoIntroScene; Action: ButtonAction;Execution_Proceeding,MarkerSent
16:56:53.627,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
16:56:53.627,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:53.627;EyeTracking;SettingUI;Hover_Exit;Button: demoIntroScene;Hover_Exit,MarkerSent
16:56:57.415,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
16:56:57.415,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:57.415;EyeTracking;SettingUI;Hover_Enter;Button: Intro-Next-UI;Hovering,MarkerSent
16:56:59.402,EyeTracking,SettingUI,Dwell,Button: Intro-Next-UI,Dwelling_Completed
16:56:59.402,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:59.402;EyeTracking;SettingUI;Dwell;Button: Intro-Next-UI;Dwelling_Completed,MarkerSent
16:56:59.402,EyeTracking,SettingUI,Action_Executed,Button: Intro-Next-UI; Action: ButtonAction,Execution_Proceeding
16:56:59.402,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:59.402;EyeTracking;SettingUI;Action_Executed;Button: Intro-Next-UI; Action: ButtonAction;Execution_Proceeding,MarkerSent
16:56:59.424,EyeTracking,SettingUI,Hover_Enter,Button: nextDwellSetting,Hovering
16:56:59.424,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:59.424;EyeTracking;SettingUI;Hover_Enter;Button: nextDwellSetting;Hovering,MarkerSent
16:56:59.424,EyeTracking,SettingUI,Dwell_Start,Button: nextDwellSetting,Dwell_Started
16:56:59.424,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:59.424;EyeTracking;SettingUI;Dwell_Start;Button: nextDwellSetting;Dwell_Started,MarkerSent
16:56:59.477,EyeTracking,SettingUI,Hover_Exit,Button: nextDwellSetting,Hover_Exit
16:56:59.477,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:59.477;EyeTracking;SettingUI;Hover_Exit;Button: nextDwellSetting;Hover_Exit,MarkerSent
16:56:59.559,EyeTracking,SettingUI,Hover_Enter,Button: nextDwellSetting,Hovering
16:56:59.559,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:59.559;EyeTracking;SettingUI;Hover_Enter;Button: nextDwellSetting;Hovering,MarkerSent
16:56:59.901,EyeTracking,SettingUI,Hover_Exit,Button: nextDwellSetting,Hover_Exit
16:56:59.901,EyeTracking,SettingUI,LSL_Logger,2026-06-26 16:56:59.901;EyeTracking;SettingUI;Hover_Exit;Button: nextDwellSetting;Hover_Exit,MarkerSent
16:57:00.512,EyeTracking,SettingUI,Hover_Enter,Button: headingDwellSetting,Hovering
