Time,Experiment,Phase,Event,Detail,Action
17:16:18.812,EyeTracking,SettingUI,Experiment_Start,EyeTracking,
17:16:18.812,EyeTracking,SettingUI,Phase_Start,SettingUI,
17:16:33.285,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:16:34.105,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:16:42.695,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:16:42.706,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:16:42.729,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:16:42.740,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:16:42.817,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:16:44.811,EyeTracking,SettingUI,Action_Executed,Button: demoIntroScene; Action: ButtonAction,Execution_Proceeding
17:16:44.832,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:16:44.866,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:16:45.398,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:16:45.477,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
17:16:45.477,EyeTracking,SettingUI,Dwell_Start,Button: Intro-Next-UI,Dwell_Started
17:16:47.475,EyeTracking,SettingUI,Dwell_Complete,Button: Intro-Next-UI,Dwelling_Completed
17:16:47.475,EyeTracking,SettingUI,Flicker_Start,Intro-Next-UI,Flicker_Start
17:16:49.479,EyeTracking,SettingUI,Flicker_End,Button: Intro-Next-UI,Flicker_End
17:16:49.479,EyeTracking,SettingUI,Action_Executed,Button: Intro-Next-UI; Action: ButtonAction,Execution_Proceeding
17:16:49.494,EyeTracking,SettingUI,Hover_Enter,Button: nextDwellSetting,Hovering
17:16:49.494,EyeTracking,SettingUI,Dwell_Start,Button: nextDwellSetting,Dwell_Started
17:16:49.774,EyeTracking,SettingUI,Hover_Exit,Button: nextDwellSetting,Hover_Exit
17:16:50.429,EyeTracking,SettingUI,Hover_Enter,Button: addTimeDwell,Hovering
17:16:50.429,EyeTracking,SettingUI,Dwell_Start,Button: addTimeDwell,Dwell_Started
17:16:50.808,EyeTracking,SettingUI,Hover_Exit,Button: addTimeDwell,Hover_Exit
17:16:51.008,EyeTracking,SettingUI,Hover_Enter,Button: addTimeDwell,Hovering
17:16:51.019,EyeTracking,SettingUI,Hover_Exit,Button: addTimeDwell,Hover_Exit
17:16:51.063,EyeTracking,SettingUI,Hover_Enter,Button: headingDwellSetting,Hovering
17:16:51.707,EyeTracking,SettingUI,Hover_Exit,Button: headingDwellSetting,Hover_Exit
17:16:51.740,EyeTracking,SettingUI,Hover_Enter,Button: addTimeDwell,Hovering
17:16:51.984,EyeTracking,SettingUI,Hover_Exit,Button: addTimeDwell,Hover_Exit
17:16:52.281,EyeTracking,SettingUI,Hover_Enter,Button: subTimeDwell,Hovering
