Time,Experiment,Phase,Event,Detail,Action
17:50:12.236,EyeTracking,SettingUI,Experiment_Start,EyeTracking,
17:50:12.236,EyeTracking,SettingUI,Phase_Start,SettingUI,
17:50:32.854,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:50:32.863,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:50:32.885,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:50:32.896,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:50:46.707,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:50:47.822,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:50:47.856,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:50:47.867,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:50:47.879,EyeTracking,SettingUI,Hover_Enter,Button: demoIntroScene,Hovering
17:50:49.877,EyeTracking,SettingUI,Action_Executed,Button: demoIntroScene; Action: ButtonAction,Execution_Proceeding
17:50:50.177,EyeTracking,SettingUI,Hover_Exit,Button: demoIntroScene,Hover_Exit
17:50:50.389,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
17:50:50.389,EyeTracking,SettingUI,Dwell_Start,Button: Intro-Next-UI,Dwell_Started
17:50:50.400,EyeTracking,SettingUI,Hover_Exit,Button: Intro-Next-UI,Hover_Exit
17:50:50.411,EyeTracking,SettingUI,Hover_Enter,Button: Intro-Next-UI,Hovering
17:50:52.410,EyeTracking,SettingUI,Dwell_Complete,Button: Intro-Next-UI,Dwelling_Completed
17:50:52.410,EyeTracking,SettingUI,Flicker_Start,Intro-Next-UI,Flicker_Start
17:50:54.419,EyeTracking,SettingUI,Flicker_End,Button: Intro-Next-UI,Flicker_End
17:50:54.419,EyeTracking,SettingUI,Action_Executed,Button: Intro-Next-UI; Action: ButtonAction,Execution_Proceeding
17:50:54.436,EyeTracking,SettingUI,Hover_Enter,Button: nextDwellSetting,Hovering
17:50:54.436,EyeTracking,SettingUI,Dwell_Start,Button: nextDwellSetting,Dwell_Started
17:50:54.670,EyeTracking,SettingUI,Hover_Exit,Button: nextDwellSetting,Hover_Exit
17:50:54.902,EyeTracking,SettingUI,Hover_Enter,Button: demoDwellSetting,Hovering
17:50:54.915,EyeTracking,SettingUI,Hover_Exit,Button: demoDwellSetting,Hover_Exit
17:50:55.507,EyeTracking,SettingUI,Hover_Enter,Button: subTimeDwell,Hovering
17:50:55.507,EyeTracking,SettingUI,Dwell_Start,Button: subTimeDwell,Dwell_Started
17:50:56.318,EyeTracking,SettingUI,Hover_Exit,Button: subTimeDwell,Hover_Exit
17:50:56.741,EyeTracking,SettingUI,Hover_Enter,Button: subTimeDwell,Hovering
17:50:58.740,EyeTracking,SettingUI,Dwell_Complete,Button: subTimeDwell,Dwelling_Completed
17:50:58.740,EyeTracking,SettingUI,Flicker_Start,subTimeDwell,Flicker_Start
17:51:00.748,EyeTracking,SettingUI,Flicker_End,Button: subTimeDwell,Flicker_End
17:51:00.748,EyeTracking,SettingUI,Action_Executed,Button: subTimeDwell; Action: ButtonAction,Execution_Proceeding
17:51:01.038,EyeTracking,SettingUI,Hover_Exit,Button: subTimeDwell,Hover_Exit
17:51:01.449,EyeTracking,SettingUI,Hover_Enter,Button: nextDwellSetting,Hovering
17:51:01.459,EyeTracking,SettingUI,Hover_Exit,Button: nextDwellSetting,Hover_Exit
17:51:01.882,EyeTracking,SettingUI,Hover_Enter,Button: nextDwellSetting,Hovering
17:51:01.893,EyeTracking,SettingUI,Hover_Exit,Button: nextDwellSetting,Hover_Exit
17:51:02.103,EyeTracking,SettingUI,Hover_Enter,Button: nextDwellSetting,Hovering
17:51:03.602,EyeTracking,SettingUI,Dwell_Complete,Button: nextDwellSetting,Dwelling_Completed
17:51:03.602,EyeTracking,SettingUI,Flicker_Start,nextDwellSetting,Flicker_Start
17:51:05.612,EyeTracking,SettingUI,Flicker_End,Button: nextDwellSetting,Flicker_End
